Topic,Sentiment,TweetId,TweetDate,TweetText
microsoft,irrelevant,126622031163822081,Wed Oct 19 11:33:39 +0000 2011,Microsoft verlängert Umsatzgarantien für Suchpartner Yahoo: Yahoos Interims-CEO Tim Morse zufolge sol... http://t.co/Kcetw7RT #microsoft
twitter,irrelevant,126871696887132160,Thu Oct 20 04:05:44 +0000 2011,"#Twitter, definitivamente... me distraes de mis labores importantes! xD"
google,irrelevant,126492179525931009,Wed Oct 19 02:57:40 +0000 2011,SDK dispo aujourd'hui #google #nexusprime
google,positive,126503805369069568,Wed Oct 19 03:43:52 +0000 2011,#Google's like my wife - searches things for me and completes my sentences.
twitter,neutral,126875159800987649,Thu Oct 20 04:19:29 +0000 2011,Goodmorning #twitter! :)
microsoft,irrelevant,126625317157744640,Wed Oct 19 11:46:42 +0000 2011,"#microsoft tablet ziet erg goed uit, wel 3 jaar te laat #adobeusergroup"
apple,negative,125405005493706752,Sun Oct 16 02:57:37 +0000 2011,@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
twitter,positive,126863821594832897,Thu Oct 20 03:34:26 +0000 2011,Dear #twitter I have missed you. Promise i'll keep in touch more often
apple,positive,126379685453119488,Tue Oct 18 19:30:39 +0000 2011,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace
apple,neutral,125394805449699329,Sun Oct 16 02:17:05 +0000 2011,"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube

#nasa @apple"
google,neutral,126506310228377600,Wed Oct 19 03:53:49 +0000 2011,#Android #Google Calling all speed demons - Galaxy Nexus! http://t.co/kma7ZnAf #DhilipSiva
apple,negative,125336335656558592,Sat Oct 15 22:24:45 +0000 2011,@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.
google,positive,126489182263721984,Wed Oct 19 02:45:45 +0000 2011,New Galaxy Nexus: OS /Hardware Improvements -  Camera Zero Shutter Lag #nexus #samsung #google #android bit.ly/nEJbyE
apple,neutral,126010471202566144,Mon Oct 17 19:03:32 +0000 2011,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?
microsoft,neutral,126767467077976065,Wed Oct 19 21:11:34 +0000 2011,"DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday, Nov. 1, at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5"
twitter,irrelevant,126874273280303104,Thu Oct 20 04:15:58 +0000 2011,#LaAficion al #Twitter es #Perjudicial para la #SaludMental  . Jaja #SiSeñor @JunsCastro! #Hablamos! #Chao jaja #DileaTuMenteQueDescance...
microsoft,irrelevant,126794506266882048,Wed Oct 19 22:59:00 +0000 2011,Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex
twitter,neutral,126860898567589888,Thu Oct 20 03:22:49 +0000 2011,"“@KekeLauren @IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter name”"
microsoft,neutral,126741965915168771,Wed Oct 19 19:30:14 +0000 2011,RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm
twitter,irrelevant,126873260385239040,Thu Oct 20 04:11:57 +0000 2011,Lo Bueno de #twitter es que no cualquier babos@ Tiene . Claro que hay unos casos que.............
google,irrelevant,126500195570683905,Wed Oct 19 03:29:31 +0000 2011,@CarlosTolosa10 jajaja buscalo en #google y ve como esta jajaja
microsoft,negative,126614764339212288,Wed Oct 19 11:04:46 +0000 2011,Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...
microsoft,neutral,126564015873867777,Wed Oct 19 07:43:07 +0000 2011,"@siobhancoda is your anti virus isn't just a 90 day trial, could leave you exposed in the near future #free #microsoft #antivirus #software"
apple,irrelevant,125827656238379008,Mon Oct 17 06:57:05 +0000 2011,"Hey @apple , je sais que tu es encore un peu remué, mais tu pourrais ajouter le verbe avoir à ton dictionnaire ?"
apple,irrelevant,125991634855923712,Mon Oct 17 17:48:41 +0000 2011,@pnt21 ドンマイー@(・●・)@Apple社保証薄いから気をつけてね
twitter,neutral,126865968021516288,Thu Oct 20 03:42:58 +0000 2011,who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's only #TWITTER! smh..
microsoft,irrelevant,126785355310579712,Wed Oct 19 22:22:38 +0000 2011,#microsoft inizia a creare un ponte tra il digitale e la fisica. Incredibile. http://t.co/9yZ1vU5f
microsoft,neutral,126699406765465601,Wed Oct 19 16:41:07 +0000 2011,Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/jw1UbODI @YSI
apple,negative,126372694118768640,Tue Oct 18 19:02:52 +0000 2011,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
google,neutral,126527757151776768,Wed Oct 19 05:19:02 +0000 2011,Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/8DjJHFGu
microsoft,irrelevant,126681644223578113,Wed Oct 19 15:30:32 +0000 2011,#Microsoft lanza #OmniTouch - http://t.co/UkxNzpyQ
microsoft,irrelevant,126625929215754240,Wed Oct 19 11:49:08 +0000 2011,Voor die links van Martin #Microsoft zijn QR codes dan weer wel handig.. in een publiek zoals dit althans :) #AUGNL
microsoft,irrelevant,126715672981016577,Wed Oct 19 17:45:45 +0000 2011,"RT @ihaberplus: Dijitalde 4 ödül Türkiye'nin!                                   #microsoft #bug #yahoo 
http://t.co/xwm15RVQ"
google,positive,126504452680187905,Wed Oct 19 03:46:26 +0000 2011,"Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google"
twitter,neutral,126880429256093696,Thu Oct 20 04:40:26 +0000 2011,RT @MonicaaC_: Damn tired! .. Need some rest! Night #twitter
google,neutral,126510284536942592,Wed Oct 19 04:09:36 +0000 2011,#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel
microsoft,neutral,126734632120102912,Wed Oct 19 19:01:05 +0000 2011,#Microsoft Released Camera Codec Pack For Supporting RAW File  #Windows
twitter,neutral,126860341941518336,Thu Oct 20 03:20:37 +0000 2011,"RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/A1zgaK5l! Together we can stop #humantrafficking"
microsoft,neutral,126732739083898881,Wed Oct 19 18:53:34 +0000 2011,@bitwizards I'm Chillin in #Microsoft Commons at #CIO Summit  http://t.co/kj890KmF
google,irrelevant,126492053248020481,Wed Oct 19 02:57:10 +0000 2011,Grave c'est même plus une demi-molle là! RT @g123k #kikitoutdur devant ICS #google #nexusprime
google,irrelevant,126533325702701056,Wed Oct 19 05:41:10 +0000 2011,“جوجل” تطلق “Android Ice Cream Sandwich” ومفاجأة لمستخدمي “Android 2.3″ @7ki3arabi http://t.co/Ytx4jHZm #google #android
google,irrelevant,126532704287199232,Wed Oct 19 05:38:42 +0000 2011,RT @ishpconsult Der langsame Tod von SEO #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/SSdxjoWd
apple,irrelevant,125321769203666944,Sat Oct 15 21:26:52 +0000 2011,Do not check other site for Ed Hardy Black Long Sl http://t.co/hengQGqp@Unlocked @Apple @Touch @Phones
google,neutral,126528767228248064,Wed Oct 19 05:23:03 +0000 2011,New #Google #Nexus -&gt; http://t.co/qR1eijhw
apple,negative,126073520504569858,Mon Oct 17 23:14:04 +0000 2011,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg"
twitter,irrelevant,126878294867058688,Thu Oct 20 04:31:57 +0000 2011,My #Twitter #Diary مذكرات تويتري is out! http://t.co/JLsrgOXI ▸ Top stories today via @socialwediatips
microsoft,neutral,126607793280126976,Wed Oct 19 10:37:04 +0000 2011,#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename “Concero” http://t.co/TSYXWdKh  #Cloud
microsoft,positive,126779217911349248,Wed Oct 19 21:58:15 +0000 2011,On #Microsoft Excel making functions like it's my job #Productive
microsoft,irrelevant,126654651654340608,Wed Oct 19 13:43:16 +0000 2011,"Schaue mir #WMI #Performance Counters auf #Deutsch an, und kriege #Schmerzen… ICH WILL #SCHMERZENSGELD VON #MICROSOFT!!! #fail"
google,positive,126490137944268800,Wed Oct 19 02:49:33 +0000 2011,New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE
twitter,negative,126864575508381696,Thu Oct 20 03:37:26 +0000 2011,I need to get off #twitter
apple,negative,126307071984545793,Tue Oct 18 14:42:07 +0000 2011,I hate my @apple computer.  Thats 3500 dollars down the drain.
twitter,irrelevant,126872906738319360,Thu Oct 20 04:10:32 +0000 2011,"@ayrontrompete Beleza. Mande mesmo por DM , que assim que eu entrar no #twitter. Eu pego e coloco lá no site !"
apple,positive,126116614495154176,Tue Oct 18 02:05:18 +0000 2011,Well at least the @apple store has amazing call waiting music! #need4s
apple,neutral,126272713332506624,Tue Oct 18 12:25:35 +0000 2011,@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI
google,positive,126496739531304960,Wed Oct 19 03:15:47 +0000 2011,"Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics"
twitter,neutral,126882244982878208,Thu Oct 20 04:47:39 +0000 2011,1*Birthday* Shout-Out to 2 of my favorite people on #twitter!! @lizpope & @TheTinyJEWELBox Happy Birthday girls!
twitter,positive,126859858443112449,Thu Oct 20 03:18:41 +0000 2011,I keep forgettin how much i really like #Twitter lol
google,irrelevant,126489247581609986,Wed Oct 19 02:46:01 +0000 2011,Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/Iy3VNaFF #Google. (Se jodió #iOS5)
google,positive,126487153655029760,Wed Oct 19 02:37:42 +0000 2011,Watching the Android announcement from Google and Samsung. IceCream Sandwich looks really interesting. http://t.co/oeZK9iV1 #google #android
twitter,irrelevant,126880194588975104,Thu Oct 20 04:39:30 +0000 2011,Saludoss pa To' L@s Twitter@s Nocturn@s.. Jeje.. @elBellacoMusic Nose pero Ahoritaa me Sumbo Mas pal #Twitter q pal #Face..! #TadeModa ;)
microsoft,negative,126744132763910144,Wed Oct 19 19:38:50 +0000 2011,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc
apple,negative,125406743923671040,Sun Oct 16 03:04:32 +0000 2011,@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??
apple,negative,126094194312876032,Tue Oct 18 00:36:13 +0000 2011,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone"
apple,irrelevant,125595437938905088,Sun Oct 16 15:34:20 +0000 2011,O #itunes acaba de me avisar q esta disponível a versão 5 pra atualizar meu #Iphone 4. Como não cair de amores pela @apple e #SteveJobs ?!!
apple,negative,126129938247061504,Tue Oct 18 02:58:15 +0000 2011,"ugh! @apple, you’re reservation page for the iPhone is NOT working."
apple,negative,126014999444467712,Mon Oct 17 19:21:31 +0000 2011,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks."
twitter,irrelevant,126874165105008640,Thu Oct 20 04:15:32 +0000 2011,Gamit m din pala #twitter now @akosiadrienne haha! (&gt;̯-̮&lt;)
google,neutral,126489665116192768,Wed Oct 19 02:47:40 +0000 2011,"Google, Samsung unveil Galaxy Nexus phone running Android 4.0 http://t.co/C4elM79o"" via:@appleinsider #tech #google #Dubai #beirut"
apple,negative,125643054190305280,Sun Oct 16 18:43:33 +0000 2011,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
microsoft,irrelevant,126721828432519170,Wed Oct 19 18:10:12 +0000 2011,http://t.co/JVidt6U4 #Free #Software #Foundation (#FSF) #startet eine #Kampagne gegen die #Funktion #Windows8 #SecureBoot (#UEFI) #Microsoft
microsoft,neutral,126561530258001920,Wed Oct 19 07:33:14 +0000 2011,#Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica
twitter,neutral,126882800585539585,Thu Oct 20 04:49:51 +0000 2011,Going in :( #work. Break at 2:30 and 5:30 #twitter time. See ya'll in the #am
microsoft,neutral,126565140702298112,Wed Oct 19 07:47:35 +0000 2011,The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex
twitter,neutral,126862552025137152,Thu Oct 20 03:29:24 +0000 2011,"Let's be honest #twitter, nothing's #trending en #español."
twitter,neutral,126875887093293056,Thu Oct 20 04:22:23 +0000 2011,wow good old classic #HoodMemories some #Classic moments there i had to share on #Twitter
microsoft,irrelevant,126532894272397312,Wed Oct 19 05:39:27 +0000 2011,http://t.co/k3quwgcu #url unblocker #microsoft proxy #proxy for orkut #gmail proxy microsoft proxy server unblocked proxy site freega...
twitter,neutral,126860597013917697,Thu Oct 20 03:21:37 +0000 2011,#2000tweets !!!! #milestone #twitter
google,neutral,126518955526455296,Wed Oct 19 04:44:04 +0000 2011,RT @theunlockr: Nexus S will get Ice-Cream Sandwich too - #Google - http://t.co/Igq9kdIL #android #samsung #ics
google,irrelevant,126528444476555264,Wed Oct 19 05:21:46 +0000 2011,Поиск от #Google станет еще безопаснее http://t.co/Hmo2qDKO
google,negative,126486634458914816,Wed Oct 19 02:35:38 +0000 2011,The face recognition unlock would be cool if it works. #android #google #icecreamsandwich
apple,neutral,125980615664336896,Mon Oct 17 17:04:54 +0000 2011,"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination"
microsoft,neutral,126474577411969024,Wed Oct 19 01:47:43 +0000 2011,"Ballmer mocks Android, promises a “bunch of new” Nokia Windows Phones next week [video] http://t.co/euPPhD1w #microsoft #windows"
microsoft,negative,126573688941318144,Wed Oct 19 08:21:33 +0000 2011,How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian
apple,negative,126343214805426176,Tue Oct 18 17:05:44 +0000 2011,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
apple,neutral,125493125098635265,Sun Oct 16 08:47:47 +0000 2011,"Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app."
google,positive,126492009748889600,Wed Oct 19 02:56:59 +0000 2011,"Slick beam capabilities included in Android 4.0. Touch 2 devices together and select ""Beam"" and content is transferred #Google #Android #ICS"
microsoft,neutral,126723741651714048,Wed Oct 19 18:17:49 +0000 2011,#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft
google,neutral,126495319792959488,Wed Oct 19 03:10:09 +0000 2011,20% searches on  #Google  are related to location. 33% mobile search queries have local intent.
apple,negative,125309448108519424,Sat Oct 15 20:37:55 +0000 2011,"Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac"
twitter,neutral,126872528235921409,Thu Oct 20 04:09:02 +0000 2011,#Twitter Of
microsoft,irrelevant,126577183060799488,Wed Oct 19 08:35:26 +0000 2011,"RT @ITOostNederland: #GripmetICT, 10 nov in de #GrolschVeste met oa #Citrix, #VMware, #Microsoft, #RES, #Dell. Meer info kijk op: http:/ ..."
google,neutral,126496553811709952,Wed Oct 19 03:15:03 +0000 2011,#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku
apple,neutral,125332609428496384,Sat Oct 15 22:09:57 +0000 2011,Waiting on line @Apple store at west 14th Street.
google,neutral,126498481534808064,Wed Oct 19 03:22:42 +0000 2011,engineers #google Manny Marroquin #MannyMarroquin
twitter,neutral,126864301293182977,Thu Oct 20 03:36:21 +0000 2011,wait... i don't really care what people are doing in their daily lives #twitter
microsoft,neutral,126708014081257472,Wed Oct 19 17:15:19 +0000 2011,RT @WinBetaDotOrg: Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone
apple,neutral,126044185815040000,Mon Oct 17 21:17:30 +0000 2011,"New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!"
microsoft,positive,126633708315873280,Wed Oct 19 12:20:03 +0000 2011,RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!
twitter,neutral,126879022188724224,Thu Oct 20 04:34:50 +0000 2011,@obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk
apple,negative,125956403574747137,Mon Oct 17 15:28:41 +0000 2011,What's wrong with Siri today @apple
google,neutral,126501463663976448,Wed Oct 19 03:34:33 +0000 2011,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/DGGsNOh2"
microsoft,neutral,126696759077511168,Wed Oct 19 16:30:35 +0000 2011,Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft
microsoft,neutral,126713356739547136,Wed Oct 19 17:36:33 +0000 2011,@hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft Tech Center Irvine
twitter,irrelevant,126880734152634368,Thu Oct 20 04:41:39 +0000 2011,3 razones por las que #Twitter mejora la escritura: http://t.co/MBbzZGOR
apple,negative,125458395800154112,Sun Oct 16 06:29:47 +0000 2011,@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible
google,neutral,126500532478148610,Wed Oct 19 03:30:51 +0000 2011,RT @GWGoddess: We could have told you this two years ago! http://t.co/6BZ6W7cf @Novell #GroupWise #Google
google,irrelevant,126507086522748929,Wed Oct 19 03:56:54 +0000 2011,#Google sorprende de nuevo http://t.co/G7iLQLME #basedenegocios #business
google,irrelevant,126494033882259458,Wed Oct 19 03:05:02 +0000 2011,me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !
microsoft,positive,126725332031127552,Wed Oct 19 18:24:08 +0000 2011,"Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp"
twitter,neutral,126882730154803200,Thu Oct 20 04:49:34 +0000 2011,"01:50 no #msn e no #twitter 
e #Facebook."
twitter,neutral,126863240041996289,Thu Oct 20 03:32:08 +0000 2011,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/dN3qwkkb"
twitter,irrelevant,126866833537110016,Thu Oct 20 03:46:24 +0000 2011,Saaindo aqq ;*   boa noite #twitter !
twitter,negative,126881376074076161,Thu Oct 20 04:44:12 +0000 2011,"Wtf is a tweet , sounds like tha dam cartoon network #tweeted #tweeter #twitter #twitterer"
google,irrelevant,126517570806358018,Wed Oct 19 04:38:34 +0000 2011,AsiaClassifiedToday Apple blames iPhone rumours for share dive - TVNZ: Globe and MailApple bl... http://t.co/hlxJVMUr #asia #google #biz
microsoft,neutral,126737802657402880,Wed Oct 19 19:13:41 +0000 2011,Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica
microsoft,neutral,126746786806247424,Wed Oct 19 19:49:23 +0000 2011,"RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ..."
microsoft,irrelevant,126586563147743232,Wed Oct 19 09:12:43 +0000 2011,"RT @tinkengil: Ähm ja, genau #Microsoft. http://t.co/lQjuq0s7 - hatte ich auch schon ^^"
twitter,irrelevant,126877547899269120,Thu Oct 20 04:28:59 +0000 2011,"#twitter #detik Mengaku Masih Baru di Kabinet, Cicip Baru Siapkan Program Pekan Depan http://t.co/Y3yOaRiN"
microsoft,irrelevant,126682886756777984,Wed Oct 19 15:35:28 +0000 2011,"Únase el Martes 8 de Noviembre, a las 11:00 am EST al evento de lanzamiento de #Microsoft #Dynamics #AX2012 para latinoamérica"
google,irrelevant,126524361065758720,Wed Oct 19 05:05:33 +0000 2011,#android Google confirma que todos los dispositivos con gingerbread tendrán Ice Cream Sandwich: Y desde ... http://t.co/bUcSI4xy #google
microsoft,irrelevant,126576827476094976,Wed Oct 19 08:34:02 +0000 2011,#Forbes fordert Steve Ballmer zum Rücktritt auf http://t.co/kpO2TPt9 via @forbes  #microsoft
apple,negative,125365814579826688,Sun Oct 16 00:21:54 +0000 2011,"Dear @Apple,Congratulations, I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures"
microsoft,neutral,126645459568705536,Wed Oct 19 13:06:45 +0000 2011,#Microsoft's Steve Ballmer attacks #Android phones: http://t.co/x2YmWESs
google,irrelevant,126515979059609603,Wed Oct 19 04:32:14 +0000 2011,RT @rianru: #Google и #Samsung представили новую версию операционной системы - Android 4.0 Ice Cream Sandwich http://t.co/5baK0OdJ
google,negative,126499555742203904,Wed Oct 19 03:26:58 +0000 2011,just watched the #GalaxyNexus announcement by #Google and #Samsung.. The only thing keeping me from buying? It's only on #Verizon. #FAIL
apple,negative,126407767132078082,Tue Oct 18 21:22:14 +0000 2011,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb
microsoft,neutral,126678622449831937,Wed Oct 19 15:18:31 +0000 2011,RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ
google,positive,126522262768726016,Wed Oct 19 04:57:12 +0000 2011,"Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology"
twitter,neutral,126872465635938304,Thu Oct 20 04:08:47 +0000 2011,RT @wbasinger: RT @TeachHub: 50 Ways to Use #Twitter in the Classroom http://t.co/AFHx3m2n
google,neutral,126527743528673280,Wed Oct 19 05:18:59 +0000 2011,#LOL #google http://t.co/aeJ1Vrgj
microsoft,neutral,126476071238508545,Wed Oct 19 01:53:39 +0000 2011,RT @GP_Jman852: Hello New Followers! Reminder: 1000 followers = a 4000 #Microsoft point #Giveaway! #Xbox360 #XBL #XBLA #MW3 #COD RETWEET!
google,irrelevant,126515633314729984,Wed Oct 19 04:30:52 +0000 2011,Rocksmith: #Rocksmith  #Rocksmith http://t.co/JNS1oEZN #google #youtube
apple,positive,125712433087123456,Sun Oct 16 23:19:14 +0000 2011,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT
google,irrelevant,126526019602628608,Wed Oct 19 05:12:08 +0000 2011,Usagi Yojimbo RPG Core Rules pdf ebook:  http://t.co/iWaJ1aGa #google
microsoft,irrelevant,126774646690414593,Wed Oct 19 21:40:05 +0000 2011,Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates
google,neutral,126488352135450625,Wed Oct 19 02:42:27 +0000 2011,#SamsungGalaxyNexus #google #android #Face Unlock.Ice Cream Sandwich literally knows your face. http://t.co/vUyxwrxW
google,positive,126493495933403136,Wed Oct 19 03:02:54 +0000 2011,#google + #motorola + #verizon = perfect combination! &lt;3
twitter,positive,126862735953768448,Thu Oct 20 03:30:07 +0000 2011,But fb still sucks &amp; #twitter beats it anyday!
twitter,irrelevant,126863732931432448,Thu Oct 20 03:34:05 +0000 2011,RT @Daniel_Evilla: ese poco de pensamientos y frases de manes en #twitter... son pura pendejadas me imagino que no cumplen con ninguno.
microsoft,negative,126574432159408129,Wed Oct 19 08:24:30 +0000 2011,#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P
twitter,irrelevant,126878801970995200,Thu Oct 20 04:33:58 +0000 2011,"@AleeRetana cambiale el fondo a este tu coso vos!! XD esta aburriiiidooo.. x) aaa por cierto... WOW! ya no te abruma el #twitter x)
#Welcome"
microsoft,neutral,126713704099221504,Wed Oct 19 17:37:55 +0000 2011,RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft ...
twitter,positive,126869134238679042,Thu Oct 20 03:55:33 +0000 2011,FUCK #facebook #twitter is way better #teamfollowback #followme
microsoft,irrelevant,126792156852666369,Wed Oct 19 22:49:40 +0000 2011,"@juanda95 Así como creen que las computadoras solo ""funcionan"" con #Microsoft #Windows » http://t.co/6JQOz2C0"
microsoft,neutral,126619293977812992,Wed Oct 19 11:22:46 +0000 2011,@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG
google,neutral,126511425760935936,Wed Oct 19 04:14:09 +0000 2011,On Google+ then go here http://t.co/5tbv933W #GPlus #Googleplus #Google #teamfollowback #socialnetwork
twitter,irrelevant,126879538415271936,Thu Oct 20 04:36:53 +0000 2011,RT @shezyyee: Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter
apple,positive,126415614616154112,Tue Oct 18 21:53:25 +0000 2011,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
google,neutral,126517930027515904,Wed Oct 19 04:39:59 +0000 2011,"RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech"
twitter,neutral,126858149859831808,Thu Oct 20 03:11:54 +0000 2011,This #TT  was well needed cuz I thought #Twitter was dien.
twitter,neutral,126871663299137536,Thu Oct 20 04:05:36 +0000 2011,im tired gonna get to bed peace out #twitter
google,negative,126515822750478337,Wed Oct 19 04:31:37 +0000 2011,RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia
microsoft,irrelevant,126673983235035138,Wed Oct 19 15:00:05 +0000 2011,Mi piace! Su Twitter è presente il servizio clienti di #Microsoft ! @MicrosoftAiuta
google,irrelevant,126491659008610304,Wed Oct 19 02:55:36 +0000 2011,RT @twandroid: Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime
google,irrelevant,126492130154774528,Wed Oct 19 02:57:28 +0000 2011,#Android Beam 好像很厲害！#Google #ICS
apple,negative,125601235985367041,Sun Oct 16 15:57:22 +0000 2011,"@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)"
microsoft,irrelevant,126648259040120832,Wed Oct 19 13:17:52 +0000 2011,Estou com tanta dó do windows phone... CHUPA ESSA #microsoft http://t.co/jkGFN9rr trem lindo de deus!!!! android 4.0
microsoft,positive,126748153952206849,Wed Oct 19 19:54:49 +0000 2011,Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q
google,neutral,126496853742198784,Wed Oct 19 03:16:14 +0000 2011,RT @mcala: #windowsphone Metro style has obviously impressed somebody at #Google. #imitation #flattery #Android 4.0
microsoft,negative,126485347935862784,Wed Oct 19 02:30:31 +0000 2011,My#Dell comp on shitty #Microsoft vista blue screened i swear this is steve jobs ghost coming back to finish what he started#appledomination
microsoft,neutral,126519858035822594,Wed Oct 19 04:47:39 +0000 2011,#Microsoft Natural #Ergonomic #Keyboard 4000 Review http://t.co/blz7dtsy
apple,neutral,125803571601080320,Mon Oct 17 05:21:23 +0000 2011,RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
google,neutral,126518252355584001,Wed Oct 19 04:41:16 +0000 2011,RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq
twitter,neutral,126862726311059457,Thu Oct 20 03:30:05 +0000 2011,gooodnight #twitter
